Location,Country,Region/City,Disease,Species,Feed Language,HealthMap Alert ID,URL,URL,Issue Date,Alert Tag,New SC,New SD,New CC,New CD,SC,SD,CC,CD,RO,Feed Name,Report Source - Primary,Secondary Report Source
Liberia,Liberia,NA,Ebola,Humans,NA,3149458,"PRO/AH/EDR> Ebola update (32): WHO, visor, drug, school, post-Ebola syndrome, susp",http://promedmail.org/direct.php?id=20150207.3149458,2/7/15 5:24,No Tag,NA,NA,5,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO (data up to 1 Feb 2015) [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3149458,"PRO/AH/EDR> Ebola update (32): WHO, visor, drug, school, post-Ebola syndrome, susp",http://promedmail.org/direct.php?id=20150207.3149458,2/7/15 5:24,No Tag,NA,NA,80,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO (data up to 1 Feb 2015) [edited],NA
Worldwide,Worldwide,NA,Ebola,Humans,NA,3149458,"PRO/AH/EDR> Ebola update (32): WHO, visor, drug, school, post-Ebola syndrome, susp",http://promedmail.org/direct.php?id=20150207.3149458,2/7/15 5:24,No Tag,NA,NA,NA,NA,22525,9004,NA,NA,NA,ProMED Mail,WHO Ebola Situation summary [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3152622,"PRO/AH/EDR> Ebola update (33): Sierra Leone, Guinea, child mortality, stethoscopes, susp.",http://promedmail.org/direct.php?id=20150209.3152622,2/9/15 2:42,No Tag,13,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Sierra Leone News [edited],NA
United States,United States,NA,Ebola,Humans,NA,3157514,PRO/AH/EDR> Ebola virus disease - USA: CDC report on December 2014 incident,http://promedmail.org/direct.php?id=20150210.3157514,2/10/15 17:59,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3158048,"PRO/AH/EDR> Ebola update (34): WHO, Liberia re-emergence, drug approved, vaccines, susp.",http://promedmail.org/direct.php?id=20150211.3158048,2/11/15 16:12,No Tag,NA,NA,65,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3158048,"PRO/AH/EDR> Ebola update (34): WHO, Liberia re-emergence, drug approved, vaccines, susp.",http://promedmail.org/direct.php?id=20150211.3158048,2/11/15 16:12,No Tag,NA,NA,76,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,"Aberdeen, Freetown",Ebola,Humans,NA,3167450,"PRO/AH/EDR> Ebola update (35): SL quarantine, Liberia cases, postmortem virus",http://promedmail.org/direct.php?id=20150214.3167450,2/14/15 23:43,No Tag,5,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,USA Today [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3167450,"PRO/AH/EDR> Ebola update (35): SL quarantine, Liberia cases, postmortem virus",http://promedmail.org/direct.php?id=20150214.3167450,2/14/15 23:43,No Tag,2,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,"AllAfrica, The News (Monrovia) report [edited]",NA
Guinea,Guinea,NA,Ebola,Humans,NA,3173182,"PRO/AH/EDR> Ebola update (37): WHO statistics, Liberia cases, susp.",http://promedmail.org/direct.php?id=20150217.3173182,2/17/15 23:8,No Tag,NA,NA,NA,NA,3108,2057,2727,1683,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3173182,"PRO/AH/EDR> Ebola update (37): WHO statistics, Liberia cases, susp.",http://promedmail.org/direct.php?id=20150217.3173182,2/17/15 23:8,No Tag,NA,NA,NA,NA,9007,3900,3149,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3173182,"PRO/AH/EDR> Ebola update (37): WHO statistics, Liberia cases, susp.",http://promedmail.org/direct.php?id=20150217.3173182,2/17/15 23:8,No Tag,NA,NA,NA,NA,11103,3408,8212,3042,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3176263,"PRO/AH/EDR> Ebola update (38): WHO, vaccine recommendations, susp",http://promedmail.org/direct.php?id=20150219.3176263,2/19/15 17:26,No Tag,NA,NA,52,NA,NA,NA,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Ebola virus disease situation reports: Ebola response roadmap [edited]",NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3176263,"PRO/AH/EDR> Ebola update (38): WHO, vaccine recommendations, susp",http://promedmail.org/direct.php?id=20150219.3176263,2/19/15 17:26,No Tag,NA,NA,74,NA,NA,NA,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Ebola virus disease situation reports: Ebola response roadmap [edited]",NA
Liberia,Liberia,NA,Ebola,Humans,NA,3176263,"PRO/AH/EDR> Ebola update (38): WHO, vaccine recommendations, susp",http://promedmail.org/direct.php?id=20150219.3176263,2/19/15 17:26,No Tag,NA,NA,2,NA,NA,NA,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Ebola virus disease situation reports: Ebola response roadmap [edited]",NA
Guinea,Guinea,NA,Ebola,Humans,NA,3182735,"PRO/AH/EDR> Ebola update (39): WHO, rapid assays, transmission, susp.",http://promedmail.org/direct.php?id=20150221.3182735,2/21/15 19:54,No Tag,NA,NA,NA,NA,3120,2072,2734,1688,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3182735,"PRO/AH/EDR> Ebola update (39): WHO, rapid assays, transmission, susp.",http://promedmail.org/direct.php?id=20150221.3182735,2/21/15 19:54,No Tag,NA,NA,NA,NA,9096,3947,3152,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3182735,"PRO/AH/EDR> Ebola update (39): WHO, rapid assays, transmission, susp.",http://promedmail.org/direct.php?id=20150221.3182735,2/21/15 19:54,No Tag,NA,NA,NA,NA,11115,3423,8223,3057,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3187304,"PRO/AH/EDR> Ebola update (40): Guinea, Liberia, Sierra Leone, other",http://promedmail.org/direct.php?id=20150223.3187304,2/23/15 20:54,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3195500,"PRO/AH/EDR> Ebola update (41): WHO, Liberia clinic, orphanage, strategy, favipiravir, susp",http://promedmail.org/direct.php?id=20150226.3195500,2/26/15 21:51,No Tag,NA,NA,35,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO Ebola Situation Report [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3195500,"PRO/AH/EDR> Ebola update (41): WHO, Liberia clinic, orphanage, strategy, favipiravir, susp",http://promedmail.org/direct.php?id=20150226.3195500,2/26/15 21:51,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO Ebola Situation Report [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3195500,"PRO/AH/EDR> Ebola update (41): WHO, Liberia clinic, orphanage, strategy, favipiravir, susp",http://promedmail.org/direct.php?id=20150226.3195500,2/26/15 21:51,No Tag,NA,NA,63,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO Ebola Situation Report [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3208645,"PRO/AH/EDR> Ebola update (44): WHO, susp",http://promedmail.org/direct.php?id=20150305.3208645,3/5/15 2:44,No Tag,NA,NA,NA,NA,3205,2127,2808,1735,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3208645,"PRO/AH/EDR> Ebola update (44): WHO, susp",http://promedmail.org/direct.php?id=20150305.3208645,3/5/15 2:44,No Tag,NA,NA,NA,NA,9265,4057,3153,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3208645,"PRO/AH/EDR> Ebola update (44): WHO, susp",http://promedmail.org/direct.php?id=20150305.3208645,3/5/15 2:44,No Tag,NA,NA,NA,NA,11443,3530,8353,3164,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3214632,"PRO/AH/EDR> Ebola update (45): WHO, UNMEER report, Liberia, blood test, susp",http://promedmail.org/direct.php?id=20150307.3214632,3/7/15 18:15,No Tag,NA,NA,51,NA,3219,2129,2813,1737,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3214632,"PRO/AH/EDR> Ebola update (45): WHO, UNMEER report, Liberia, blood test, susp",http://promedmail.org/direct.php?id=20150307.3214632,3/7/15 18:15,No Tag,NA,NA,NA,NA,9249,4117,3150,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3214632,"PRO/AH/EDR> Ebola update (45): WHO, UNMEER report, Liberia, blood test, susp",http://promedmail.org/direct.php?id=20150307.3214632,3/7/15 18:15,No Tag,NA,NA,81,NA,11466,3546,8370,3180,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3218217,"PRO/AH/EDR> Ebola update (46): Drug & vaccine trials, sequelae, susp.",http://promedmail.org/direct.php?id=20150309.3218217,3/9/15 20:45,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3223515,"PRO/AH/EDR> Ebola update (47): WHO data, WHO sit. rep. WHO panel, measles, susp.",http://promedmail.org/direct.php?id=20150311.3223515,3/11/15 22:10,No Tag,NA,NA,NA,NA,3285,2170,2871,1778,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3223515,"PRO/AH/EDR> Ebola update (47): WHO data, WHO sit. rep. WHO panel, measles, susp.",http://promedmail.org/direct.php?id=20150311.3223515,3/11/15 22:10,No Tag,NA,NA,NA,NA,9343,4162,3150,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3223515,"PRO/AH/EDR> Ebola update (47): WHO data, WHO sit. rep. WHO panel, measles, susp.",http://promedmail.org/direct.php?id=20150311.3223515,3/11/15 22:10,No Tag,NA,NA,NA,NA,11619,3629,8428,3236,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3223515,"PRO/AH/EDR> Ebola update (47): WHO data, WHO sit. rep. WHO panel, measles, susp.",http://promedmail.org/direct.php?id=20150311.3223515,3/11/15 22:10,No Tag,NA,NA,58,NA,NA,NA,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Ebola virus disease situation reports: Ebola response roadmap [edited]",NA
Liberia,Liberia,NA,Ebola,Humans,NA,3223515,"PRO/AH/EDR> Ebola update (47): WHO data, WHO sit. rep. WHO panel, measles, susp.",http://promedmail.org/direct.php?id=20150311.3223515,3/11/15 22:10,No Tag,90,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Ebola virus disease situation reports: Ebola response roadmap [edited]",NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3223515,"PRO/AH/EDR> Ebola update (47): WHO data, WHO sit. rep. WHO panel, measles, susp.",http://promedmail.org/direct.php?id=20150311.3223515,3/11/15 22:10,No Tag,NA,NA,58,NA,NA,NA,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Ebola virus disease situation reports: Ebola response roadmap [edited]",NA
United States,United States,NA,Ebola,Humans,NA,3229046,"PRO/AH/EDR> Ebola update (48): susp., USA ex Sierra Leone",http://promedmail.org/direct.php?id=20150313.3229046,3/13/15 22:33,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
United States,United States,NA,Ebola,Humans,NA,3232265,"PRO/AH/EDR> Ebola update (49): USA ex Sierra Leone, contacts, susp",http://promedmail.org/direct.php?id=20150315.3232265,3/15/15 23:13,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3237401,"PRO/AH/EDR> Ebola update (50): Guinea, Sierra Leone Internationals exposed, RFI, susp",http://promedmail.org/direct.php?id=20150317.3237401,3/17/15 23:0,No Tag,21,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,The Herald [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3246668,"PRO/AH/EDR> Ebola update (52): WHO, Guinea cases, reporting, suiting up, susp",http://promedmail.org/direct.php?id=20150321.3246668,3/21/15 21:38,No Tag,95,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Pulse.ng [edited],The New York Times
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3246668,"PRO/AH/EDR> Ebola update (52): WHO, Guinea cases, reporting, suiting up, susp",http://promedmail.org/direct.php?id=20150321.3246668,3/21/15 21:38,No Tag,55,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,Pulse.ng [edited],The New York Times
Guinea,Guinea,NA,Ebola,Humans,NA,3260673,"PRO/AH/EDR> Ebola update (54): WHO, Liberia, UNMEER, vaccines, susp.",http://promedmail.org/direct.php?id=20150327.3260673,3/27/15 23:36,No Tag,NA,NA,45,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3260673,"PRO/AH/EDR> Ebola update (54): WHO, Liberia, UNMEER, vaccines, susp.",http://promedmail.org/direct.php?id=20150327.3260673,3/27/15 23:36,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3260673,"PRO/AH/EDR> Ebola update (54): WHO, Liberia, UNMEER, vaccines, susp.",http://promedmail.org/direct.php?id=20150327.3260673,3/27/15 23:36,No Tag,NA,NA,33,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3264088,"PRO/AH/EDR> Ebola update (55): vaccines, Liberia, susp",http://promedmail.org/direct.php?id=20150329.3264088,3/29/15 23:35,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3271196,"PRO/AH/EDR> Ebola update (56): WHO update, susp.",http://promedmail.org/direct.php?id=20150401.3271196,4/1/15 20:4,No Tag,NA,NA,57,NA,3492,2314,3068,1900,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3271196,"PRO/AH/EDR> Ebola update (56): WHO update, susp.",http://promedmail.org/direct.php?id=20150401.3271196,4/1/15 20:4,No Tag,NA,NA,NA,NA,9712,4332,3151,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3271196,"PRO/AH/EDR> Ebola update (56): WHO update, susp.",http://promedmail.org/direct.php?id=20150401.3271196,4/1/15 20:4,No Tag,NA,NA,25,NA,11974,3799,8545,3433,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3278408,"PRO/AH/EDR> Ebola update (57): UNMEER, susp.",http://promedmail.org/direct.php?id=20150405.3278408,4/5/15 16:28,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3285489,"PRO/AH/EDR> Ebola update (58): WHO update, UNMEER, susp",http://promedmail.org/direct.php?id=20150408.3285489,4/8/15 23:32,No Tag,NA,NA,NA,NA,3515,2333,3089,1919,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Ebola data and statistics, Countries with intense transmission [edited]",NA
Liberia,Liberia,NA,Ebola,Humans,NA,3285489,"PRO/AH/EDR> Ebola update (58): WHO update, UNMEER, susp",http://promedmail.org/direct.php?id=20150408.3285489,4/8/15 23:32,No Tag,NA,NA,NA,NA,9862,4408,3151,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Ebola data and statistics, Countries with intense transmission [edited]",NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3285489,"PRO/AH/EDR> Ebola update (58): WHO update, UNMEER, susp",http://promedmail.org/direct.php?id=20150408.3285489,4/8/15 23:32,No Tag,NA,NA,NA,NA,12138,3831,8554,3465,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Ebola data and statistics, Countries with intense transmission [edited]",NA
Guinea,Guinea,NA,Ebola,Humans,NA,3285489,"PRO/AH/EDR> Ebola update (58): WHO update, UNMEER, susp",http://promedmail.org/direct.php?id=20150408.3285489,4/8/15 23:32,No Tag,NA,NA,21,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3285489,"PRO/AH/EDR> Ebola update (58): WHO update, UNMEER, susp",http://promedmail.org/direct.php?id=20150408.3285489,4/8/15 23:32,No Tag,NA,NA,25,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3293320,"PRO/AH/EDR> Ebola update (59): WHO, rapid response, monitoring, susp",http://promedmail.org/direct.php?id=20150412.3293320,4/12/15 22:24,No Tag,NA,NA,NA,NA,3524,2337,3096,1923,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Ebola data and statistics, Countries with intense transmission [edited]",NA
Liberia,Liberia,NA,Ebola,Humans,NA,3293320,"PRO/AH/EDR> Ebola update (59): WHO, rapid response, monitoring, susp",http://promedmail.org/direct.php?id=20150412.3293320,4/12/15 22:24,No Tag,NA,NA,NA,NA,9862,4408,3151,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Ebola data and statistics, Countries with intense transmission [edited]",NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3293320,"PRO/AH/EDR> Ebola update (59): WHO, rapid response, monitoring, susp",http://promedmail.org/direct.php?id=20150412.3293320,4/12/15 22:24,No Tag,NA,NA,NA,NA,12170,3842,8559,3476,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Ebola data and statistics, Countries with intense transmission [edited]",NA
Guinea,Guinea,NA,Ebola,Humans,NA,3300282,"PRO/AH/EDR> Ebola update (60): WHO updates, UNMEER, WHO advises safe sex, susp.",http://promedmail.org/direct.php?id=20150415.3300282,4/15/15 18:46,No Tag,NA,NA,28,NA,3548,2346,3117,1932,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3300282,"PRO/AH/EDR> Ebola update (60): WHO updates, UNMEER, WHO advises safe sex, susp.",http://promedmail.org/direct.php?id=20150415.3300282,4/15/15 18:46,No Tag,NA,NA,0,NA,10042,4486,3151,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3300282,"PRO/AH/EDR> Ebola update (60): WHO updates, UNMEER, WHO advises safe sex, susp.",http://promedmail.org/direct.php?id=20150415.3300282,4/15/15 18:46,No Tag,NA,NA,9,NA,12201,3857,8563,3491,NA,ProMED Mail,WHO [edited],NA
"University of Victoria, British Columbia, Canada",Canada,NA,Ebola,Humans,NA,3308378,"PRO/AH/EDR> Ebola update (61): Guinea new cases, Indian & Slovenian released, susp",http://promedmail.org/direct.php?id=20150419.3308378,4/19/15 22:9,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3316151,"PRO/AH/EDR> Ebola update (62): WHO update, WHO report, susp",http://promedmail.org/direct.php?id=20150423.3316151,4/23/15 2:47,No Tag,NA,NA,21,NA,3565,2358,3136,1943,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3316151,"PRO/AH/EDR> Ebola update (62): WHO update, WHO report, susp",http://promedmail.org/direct.php?id=20150423.3316151,4/23/15 2:47,No Tag,NA,NA,0,NA,10212,4573,3151,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3316151,"PRO/AH/EDR> Ebola update (62): WHO update, WHO report, susp",http://promedmail.org/direct.php?id=20150423.3316151,4/23/15 2:47,No Tag,NA,NA,12,NA,12267,3877,8575,3511,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3324426,"PRO/AH/EDR> Ebola update (63): suspected, monitored, research, funding",http://promedmail.org/direct.php?id=20150426.3324426,4/26/15 21:33,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Liberia,Liberia,NA,Ebola,Humans,NA,3338104,"PRO/AH/EDR> Ebola update (65): Liberia, possible sexual transmission, susp., funding",http://promedmail.org/direct.php?id=20150503.3338104,5/3/15 12:3,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3345884,"PRO/AH/EDR> Ebola update (66): WHO, susp. funding",http://promedmail.org/direct.php?id=20150506.3345884,5/6/15 20:4,No Tag,NA,NA,9,NA,3589,2386,3167,1971,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3345884,"PRO/AH/EDR> Ebola update (66): WHO, susp. funding",http://promedmail.org/direct.php?id=20150506.3345884,5/6/15 20:4,No Tag,NA,NA,0,NA,10564,4716,3151,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3345884,"PRO/AH/EDR> Ebola update (66): WHO, susp. funding",http://promedmail.org/direct.php?id=20150506.3345884,5/6/15 20:4,No Tag,NA,NA,9,NA,12440,3903,8595,3537,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3353859,"PRO/AH/EDR> Ebola update (67): global security, Liberia, vaccine, susp",http://promedmail.org/direct.php?id=20150510.3353859,5/10/15 20:47,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3360878,"PRO/AH/EDR> Ebola update (68): WHO, Liberia Ebola free, ECDC, suspected, research, funding",http://promedmail.org/direct.php?id=20150513.3360878,5/13/15 20:1,Breaking,NA,NA,7,NA,3597,2392,3174,1977,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3360878,"PRO/AH/EDR> Ebola update (68): WHO, Liberia Ebola free, ECDC, suspected, research, funding",http://promedmail.org/direct.php?id=20150513.3360878,5/13/15 20:1,Breaking,NA,NA,0,NA,10604,4796,3151,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3360878,"PRO/AH/EDR> Ebola update (68): WHO, Liberia Ebola free, ECDC, suspected, research, funding",http://promedmail.org/direct.php?id=20150513.3360878,5/13/15 20:1,Breaking,NA,NA,2,NA,12523,3904,8597,3538,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3367192,"PRO/AH/EDR> Ebola update (69): Guinea, Italy, USA, susp.",http://promedmail.org/direct.php?id=20150516.3367192,5/16/15 19:55,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,3368569,"PRO/AH/EDR> Ebola update (70): WHO update, vaccine, knowledge deficit",http://promedmail.org/direct.php?id=20150517.3368569,5/17/15 19:27,No Tag,NA,NA,NA,NA,3619,2401,3189,1982,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3368569,"PRO/AH/EDR> Ebola update (70): WHO update, vaccine, knowledge deficit",http://promedmail.org/direct.php?id=20150517.3368569,5/17/15 19:27,No Tag,NA,NA,NA,NA,10604,4796,3151,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3368569,"PRO/AH/EDR> Ebola update (70): WHO update, vaccine, knowledge deficit",http://promedmail.org/direct.php?id=20150517.3368569,5/17/15 19:27,No Tag,NA,NA,NA,NA,12540,3904,8598,3538,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3373374,"PRO/AH/EDR> Ebola update (71): WHO, post-Ebola syndrome, tracking, eyes, susp",http://promedmail.org/direct.php?id=20150520.3373374,5/20/15 4:43,No Tag,NA,NA,NA,NA,3635,2407,3201,1988,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3373374,"PRO/AH/EDR> Ebola update (71): WHO, post-Ebola syndrome, tracking, eyes, susp",http://promedmail.org/direct.php?id=20150520.3373374,5/20/15 4:43,No Tag,NA,NA,NA,NA,10604,4796,3151,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3373374,"PRO/AH/EDR> Ebola update (71): WHO, post-Ebola syndrome, tracking, eyes, susp",http://promedmail.org/direct.php?id=20150520.3373374,5/20/15 4:43,No Tag,NA,NA,NA,NA,12632,2907,8605,3541,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3383587,"PRO/AH/EDR> Ebola update (72): WHO update, Sierra Leone, susp. technology, funding",http://promedmail.org/direct.php?id=20150524.3383587,5/24/15 22:50,No Tag,NA,NA,NA,NA,3647,2412,3205,1993,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3383587,"PRO/AH/EDR> Ebola update (72): WHO update, Sierra Leone, susp. technology, funding",http://promedmail.org/direct.php?id=20150524.3383587,5/24/15 22:50,No Tag,NA,NA,NA,NA,10666,4806,3151,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3383587,"PRO/AH/EDR> Ebola update (72): WHO update, Sierra Leone, susp. technology, funding",http://promedmail.org/direct.php?id=20150524.3383587,5/24/15 22:50,No Tag,NA,NA,NA,NA,12666,3907,8608,3541,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3390140,"PRO/AH/EDR> Ebola update (73): WHO update, Sierra Leone, susp. research, vaccines, funding",http://promedmail.org/direct.php?id=20150527.3390140,5/27/15 22:7,No Tag,NA,NA,9,NA,3641,2420,3210,2001,NA,ProMED Mail,WHO [edited],NA
Liberia,Liberia,NA,Ebola,Humans,NA,3390140,"PRO/AH/EDR> Ebola update (73): WHO update, Sierra Leone, susp. research, vaccines, funding",http://promedmail.org/direct.php?id=20150527.3390140,5/27/15 22:7,No Tag,NA,NA,0,NA,10666,4806,3151,NA,NA,ProMED Mail,WHO [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,3390140,"PRO/AH/EDR> Ebola update (73): WHO update, Sierra Leone, susp. research, vaccines, funding",http://promedmail.org/direct.php?id=20150527.3390140,5/27/15 22:7,No Tag,NA,NA,3,NA,12706,3908,8608,3542,NA,ProMED Mail,WHO [edited],NA
Guinea,Guinea,NA,Ebola,Humans,NA,3399384,"PRO/AH/EDR> Ebola update (74): WHO data, Guinea, susp. vaccine, funding",http://promedmail.org/direct.php?id=20150531.3399384,5/31/15 22:41,No Tag,NA,NA,NA,NA,3644,2425,3216,2006,NA,ProMED Mail,WHO [edited],NA
